smiles,solubility,cluster
Cc1cc(C)c(C)cc1C,-4.59,5
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,11
CCCCCCCC,-5.24,2
CCCC(C)(C)C,-4.36,2
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,0
c1ccoc1,-0.82,11
Cc1cc(C)cc(C)c1,-3.4,5
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,6
CCC(C)C(=O)C,-0.67,2
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,10
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,11
CCCCCCCBr,-4.43,2
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,6
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,8
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,6
O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886,8
CCCCCCC(C)O,-2.09,7
CCCCCCCCC,-5.88,2
Cc1ccc(cc1)N(=O)=O,-2.49,9
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,3
COP(=S)(OC)SCC(=O)N(C)C=O,-1.995,11
CCCCCCCC(=O)OC,-3.17,12
CCOc1ccc(NC(N)=O)cc1,-2.17,9
CCCOC(=O)C,-0.72,12
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,6
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,6
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005,6
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886,6
O=N(=O)c1ccccc1N(=O)=O,-3.1,9
CCCCC(=O)C,-0.8,2
CCC(=C)C,-2.73,4
C1CCOC1,0.49,12
CCCO,0.62,12
C=CC=O,0.57,4
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,0
Cc1ccc(cc1)S(=O)(=O)N,-1.74,5
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,6
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-5.35,0
c3ccc2c(O)c1ccccc1cc2c3 ,-4.73,1
O(c1ccccc1)c2ccccc2,-3.96,10
CCCCCl,-2.03,4
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,10
Brc1cccc(Br)c1,-3.54,1
c1ccc2c(c1)sc3ccccc23,-4.38,1
CCCCCCCCCC(=O)OCC,-4.1,12
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,6
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,1
CC(=O)c1ccccc1,-1.28,5
CCCCC=O,-0.85,2
CCOc1ccccc1,-2.33,10
CC(C)Cl,-1.41,4
c2ccc1[nH]ncc1c2 ,-2.16,1
O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,9
Cc1ccccc1,-2.21,5
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,6
CCCCC(C)O,-0.89,7
CCOP(=S)(OCC)SCSCC,-4.11,11
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,0
CCSCCSP(=S)(OC)OC,-3.091,11
CCCC(=O)C,-0.19,2
CCCC(C)(COC(N)=O)COC(N)=O ,-1.807,11
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,6
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,6
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64,6
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03,6
O=Cc1ccco1,-0.1,11
COc2cnc1cncnc1n2,-0.91,11
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,9
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,11
CCCOCCC,-1.62,12
Cc1cccc(C)n1,0.45,11
CCC(C)(C)CC,-4.23,2
c2ccc1NCCc1c2 ,-1.04,9
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,5
Cc1ccccc1N,-2.21,5
Clc1cccc(I)c1,-3.55,10
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43,11
Oc1cccc(O)c1,0.81,10
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,3
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,6
CC(C)C=C,-2.73,4
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85,0
CC=C,-1.08,4
CN(C)C(=O)NC1CCCCCCC1,-2.218,11
C1Cc2ccccc2C1,-3.04,5
Clc1cccc(Cl)c1c2ccccc2 ,-5.21,3
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43,3
CCCCCCCl,-3.12,2
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655,8
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,6
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,6
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06,11
c1nccc(C(=O)NN)c1,0.009,11
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,9
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,11
COc2cnc1ncncc1n2,-1.139,11
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,3
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66,0
CC1(C)C2CCC1(C)C(=O)C2,-1.96,0
CCCCC(C)CC,-5.16,2
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,6
CN(C)C(=O)Nc1ccccc1,-1.6,9
O=Cc1ccccc1,-1.19,5
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,6
OCCCC=C,-0.15,12
Oc1ccc(cc1)c2ccccc2,-3.48,10
c1c(Br)ccc2ccccc12 ,-4.4,1
CCCCCCCC(=O)C,-2.58,2
CN(C)c1ccccc1,-1.92,9
COC(=O)c1ccc(O)cc1,-1.827,5
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,10
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,0
CCCCC(O)CC,-1.47,7
CCC#N,0.28,4
Oc1cccc2ccccc12,-2.22,1
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6,3
CC(=O)Nc1ccc(Br)cc1,-3.083,9
O=C1CCCN1,1.07,4
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,6
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-3.38,6
COc1ccc(C=O)cc1,-1.49,5
CNN,1.34,11
Nc1ccccc1Cl,-1.52,9
CC12CCC(CC1)C(C)(C)O2,-1.74,0
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7,6
CCC(C)O,0.47,7
CCC(CC)C=O,-1.52,2
Nc1nccs1 ,-0.36,11
OC1CCCCCC1,-0.88,7
Fc1ccccc1Br,-2.7,11
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,1
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,6
BrCCBr,-1.68,4
CCCCCCCCCCO,-3.63,7
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,0
Oc1ccccc1N(=O)=O,-1.74,9
Oc1c(I)cc(C#N)cc1I,-3.61,5
CCCCI,-2.96,4
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,6
Brc1ccccc1,-2.55,1
CCCCN(CC)C(=O)SCCC,-3.53,11
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,9
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,9
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,9
CC(C)CC(C)(C)O,-0.92,7
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,5
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,8
CCC(C)CO,-0.47,7
CCCCCCCCCCCCCCCC,-8.4,2
Clc1ccccc1c2ccccc2,-4.54,3
c1(Br)c(Br)cc(Br)cc1,-4.5,11
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,6
COc1cccc(Cl)c1,-2.78,10
Cc1ncc(N(=O)=O)n1CCO ,-1.26,11
Oc1ccc2ccccc2c1,-2.28,1
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47,6
o1c2ccccc2c3ccccc13,-4.6,1
Nc1cccc2ccccc12,-1.92,1
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,6
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,6
FC(F)(Cl)C(F)(F)Cl,-2.74,11
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,6
Oc1cccc2cccnc12 ,-2.42,1
CC(C)C1CCC(C)CC1O ,-2.53,2
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,6
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,6
O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,9
Nc1ccc(Cl)cc1,-1.66,9
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,0
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,6
CCCCCCCCCCCCCCCO,-6.35,7
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,11
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4930000000000003,6
c2ccc1ocnc1c2,-1.16,11
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01,6
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,6
CCCCOCCO,-0.42,12
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01,3
CCCCC(=O)CCCC,-2.58,2
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,3
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,0
C1c2ccccc2c3ccccc13,-5.0,6
ClCC,-1.06,4
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,6
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369,6
CCCCCCCC=C,-5.05,2
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001,6
CCC(=O)CC,-0.28,2
O=N(=O)c1cccc(c1)N(=O)=O,-2.29,9
Clc1cccc2ccccc12,-3.93,1
c1ccccc1C(O)c2ccccc2,-2.55,5
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,1
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,6
CC/C=C/C,-2.54,4
Cc1ccc(cc1)c2ccccc2,-4.62,5
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,6
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,11
CCCSCCC,-2.58,4
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,6
CCCCCCCCC=C,-5.51,2
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,6
CC(=O)Nc1ccccc1,-1.33,9
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,12
NC(N)=NC#N ,-0.31,11
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,6
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,6
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,6
BrC(Cl)Cl,-1.54,11
Oc1ccc(O)cc1,-0.17,10
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25,11
CCCC(O)CCC,-1.4,7
CCCCCCO,-1.24,7
C1CCC=CC1,-2.59,2
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,9
CCC(Br)(CC)C(=O)NC(N)=O,-2.68,11
CCCCCCCCO,-2.39,7
CC(C)CC(C)(C)C,-4.74,2
CC1CCCC1,-3.3,2
Nc1nc(O)nc2nc[nH]c12 ,-3.401,11
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23,6
O=C1NC(=O)NC(=O)C1(C)CC,-1.228,8
CCCCCCCCCC(C)O,-2.94,7
CCC(O)C(C)C,-0.7,7
Oc1ccccc1Cl,-1.06,10
c1ccc2cnccc2c1,-1.45,1
CCCCCCCCCCCC(=O)OC,-4.69,12
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,11
c1(O)c(C)ccc(C(C)C)c1,-2.08,5
Cc1cc(C)cc(O)c1,-1.4,5
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,6
CCCCOC,-0.99,12
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68,0
N(Nc1ccccc1)c2ccccc2 ,-2.92,9
CCC(C)(C)O,0.15,7
CC(C)c1ccccc1,-3.27,5
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64,10
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001,6
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,6
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,6
Cc1ccc(Br)cc1,-3.19,5
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,6
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13,0
Cc1c[nH]c(=O)[nH]c1=O ,-1.506,11
Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,9
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,8
CCCCCCCC(C)O,-2.74,7
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,6
CC(C)(C)c1ccc(O)cc1,-2.41,5
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,6
Cc1ncc(N(=O)=O)n1CCO,-1.22,11
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,9
CCCOC(=O)CCC,-1.75,12
CNC(=O)Oc1ccccc1OC(C)C,-2.05,6
CCCCC(=O)OC,-1.34,12
c1ccc2c(c1)[nH]c3ccccc32,-5.27,1
CCC(C)(O)CC,-0.36,7
CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,11
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,3
c1c(Cl)cccc1c2ccccc2,-4.88,3
Nc1ccccc1,-0.41,9
CCCC(=O)CC,-0.83,2
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,6
CCCCCC1CCCC1,-6.08,2
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,8
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,8
c2c(C)cc1nc(C)ccc1c2 ,-1.94,1
CCCC(C)CO,-1.11,7
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999,6
ClCCCCl,-1.62,4
ON=Cc1ccc(o1)N(=O)=O ,-2.19,11
CCN(CC)c1ccccc1,-3.03,9
CCC#C,-1.24,4
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,3
Cc2cccc3sc1nncn1c23 ,-2.07,6
Clc1ccc(Cl)c(Cl)c1Cl,-4.57,10
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,11
Oc1ccc(Cl)c(Cl)c1Cl,-2.67,10
ClCCBr,-1.32,4
CCC(C)(C)CO,-1.04,7
Oc1ccccn1,1.02,11
CCCCCCCCl,-4.0,2
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,6
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,6
ClCCC#N ,-0.29,4
CCNc1nc(Cl)nc(NCC)n1 ,-4.55,11
CCCCCCCCCCCCCCCCCCO,-8.4,7
CCC(C)(C)C,-3.55,2
Cc1cc(C)c2ccccc2c1,-4.29,1
CC,-1.36,4
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,6
CCCCCC=O,-1.3,2
CCCCCCCCCCCCCC,-7.96,2
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,6
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,-0.77,6
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,11
Cc1cc2ccccc2cc1C,-4.72,1
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,3
OC1CCCCC1,-0.44,7
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,0
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432,6
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,6
CC(C)=CCCC(C)=CC(=O),-2.06,4
CCS,-0.6,4
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,0
CC(C)CC(C)C,-4.26,2
CCCC(C)O,-0.29,7
FC(F)(Cl)C(F)(Cl)Cl,-3.04,11
CC(C)c1ccccc1C,-3.76,5
Ic1ccccc1,-3.01,1
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,9
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,6
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,11
COc1ccc(cc1)N(=O)=O,-2.41,9
CCOP(=O)(OCC)OCC,0.43,11
Clc1ccccc1N(=O)=O,-2.55,9
N#Cc1ccccc1C#N,-2.38,5
C1CCCC1,-2.64,2
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,5
NC(=O)N,0.96,11
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364,6
FC(F)(F)c1ccccc1,-2.51,5
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,5
CCC(=O)OC,-0.14,12
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,3
c1ccc2cc3ccccc3cc2c1,-6.35,1
CCOc1ccc(NC(=O)C)cc1,-2.35,9
COC(=O)c1ccccc1C(=O)OC,-1.66,5
OCC1OC(O)C(O)C(O)C1O,0.74,11
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301,6
FC(F)(F)C(Cl)Br ,-1.71,11
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,9
Cc1cccc(O)c1,-0.68,5
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,6
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,4
CCC(C)C,-3.18,2
Ic1cccc2ccccc12,-4.55,1
CCCC,-2.57,2
Clc1cccc(Cl)c1,-3.04,10
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,1
ClC(Cl)(Cl)C#N,-2.168,4
CCCCC(CC)C=O,-2.13,2
CCSCC,-1.34,4
CCOC(=O)CC,-0.66,12
CC(C)=CCCC(O)(C)C=C,-1.99,4
CCI,-1.6,4
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,8
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,10
CCCCOC(=O)c1ccc(N)cc1,-3.082,5
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,5
ClC=C,-1.75,11
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,11
Oc1cc(Cl)cc(Cl)c1,-1.34,10
CC(Cl)Cl,-1.29,4
Nc2cccc3nc1ccccc1cc23 ,-4.22,1
