smiles,pce_1,cluster
c1cc2c(c3nsnc13)c1ncc3cc(-c4ncncn4)c4c[nH]cc4c3c1c1=C[SiH2]C=c21,6.515186887740049,3
[nH]1ccc2cc3c4cocc4c4cc(-c5ccccc5)c5c[nH]cc5c4c3cc12,0.5263697071215236,0
[nH]1cccc1-c1sc(-c2ccc(-c3[SiH2]ccc3)c3cscc23)c2[se]ccc12,2.918026152903099,1
[nH]1c(cc2c1ccc1c[SiH2]cc21)-c1cc2occc2c2cscc12,0.3078479293266961,0
c1ncc(s1)-c1ccc(-c2ccc(cn2)-c2scc3sccc23)c2c[SiH2]cc12,5.694008954614863,3
c1ccc(o1)-c1cc2c3cscc3c3cc4cccnc4cc3c2cn1,2.4970535278897192,1
[nH]1c2cc(ccc2c2[se]c3ccoc3c12)C1=CC=C[SiH2]1,1.612296448100359,0
c1sc(-c2Cc(cc2)-c2ccc([se]2)-c2scc3sccc23)c2ccoc12,4.18387757629889,2
[nH]1c(cc2c1c1ncc3ccccc3c1c1=CCC=c21)-c1scc2[SiH2]C=Cc12,1.6385244750379224,0
[nH]1ccc2ncc3c4[se]c(cc4c4=CCC=c4c3c12)-c1ccco1,1.5921966529858735,0
c1ccc(o1)-c1ccc(-c2ccc(-c3scc4occc34)c3cCcc23)c2cocc12,2.7247868319017825,1
c1Cc(cc1)-c1sc(-c2ccc(-c3scc4sccc34)c3nsnc23)c2cc[SiH2]c12,6.205490928044071,3
c1sc(c2Cccc12)-c1ccc(-c2ccc(o2)-c2nccc3nsnc23)c2c[SiH2]cc12,6.551507986868548,3
[SiH2]1C=Cc2c1c1oc3C=C([SiH2]c3c1c1cocc21)c1scc2[se]ccc12,3.299281810367835,2
c1sc(-c2cc3ccc4c(oc5ccc6=CCC=c6c45)c3o2)c2[nH]ccc12,1.784182293779206,0
c1ccc([se]1)-c1cnc2c(c1)oc1c2c2c[nH]cc2c2ccc3=C[SiH2]C=c3c12,2.907512088014987,1
c1cnc(s1)-c1sc(-c2sc(-c3cncc4nsnc34)c3ccCc23)c2sccc12,9.2686867873819,3
c1cc2[se]c3c4sc(cc4c4=CCC=c4c3c2c2cocc12)-c1cccc2=C[SiH2]C=c12,4.224500818807516,2
c1ccc([se]1)-c1ccc(cc1)-c1ccc([se]1)-c1cccc2cocc12,2.8860920960621725,1
c1ncc(s1)-c1cc2c3cocc3c3c(cnc4ccc5cocc5c34)c2o1,0.0,0
c1ccc(cc1)-c1cnc(-c2ncc(-c3cccc4nsnc34)c3nsnc23)c2nsnc12,0.0,0
c1sc(-c2ncc(s2)-c2sc(-c3cccc4c[SiH2]cc34)c3nccnc23)c2ccsc12,8.01369423954522,3
[nH]1c(cc2c3cscc3c3c4sccc4c4nsnc4c3c12)-c1cccc2nsnc12,6.584427195805946,3
c1sc(c2CC=Cc12)-c1cc2cnc3c4ncccc4c4cocc4c3c2c2cscc12,2.9001471017983658,1
c1cc2oc3cc(cnc3c2s1)-c1cncc2nsnc12,9.687613516570044,3
c1sc(-c2cc3c4c[nH]cc4c4c([se]c5ccc6=CCC=c6c45)c3[se]2)c2C=C[SiH2]c12,1.945046861173252,1
[nH]1ccc2c1c1[se]c3cc(-c4scc5CC=Cc45)c4=CCC=c4c3c1c1=C[SiH2]C=c21,0.0,0
c1cc2c(s1)c1c3nsnc3c3C=C(Cc3c1c1=CCC=c21)c1nccc2nsnc12,8.677452843675265,3
c1sc(-c2cc3ncc4c(sc5ccc6=CCC=c6c45)c3c3=CCC=c23)c2sccc12,3.33615518593451,2
c1ccc(cn1)-c1sc(-c2ccc(-c3cccc4nsnc34)c3cocc23)c2ccCc12,5.872856083257098,3
[nH]1ccc2oc3c(oc4cc(-c5scc6[SiH2]C=Cc56)c5=CCC=c5c34)c12,1.5876127076515534,0
c1cnc(s1)-c1ccc2c(c1)sc1c2c2cscc2c2ccc3cscc3c12,3.9438993882266895,2
c1c-c2c(-nc1)c1-ncc3ccc4cocc4c3-c1c1c[nH]cc21,1.2953454687745365,0
c1ncc(s1)-c1ccc(-c2sc(c3Cccc23)-c2scc3[SiH2]ccc23)c2nsnc12,7.301316152026586,3
[nH]1cccc1-c1cc2c3cscc3c3c4[SiH2]C=Cc4c4=CCC=c4c3c2c2c[nH]cc12,0.4875125079815932,0
[nH]1c2ccc3cscc3c2c2sc3cc(-c4scc5C=C[SiH2]c45)c4=C[SiH2]C=c4c3c12,3.9091457496471342,2
c1sc(-c2ccc(-c3ncc(-c4scc5occc45)c4nsnc34)c3nsnc23)c2ccCc12,8.844338866126447,3
[nH]1c(cc2Cc3c(ccc4ccsc34)-c12)-c1nccs1,1.5702330091643677,0
[nH]1c(cc2cnc3c4cnccc4c4cscc4c3c12)-c1scc2[se]ccc12,3.5391187026863227,2
[nH]1cccc1-c1cc2c(o1)c1c3c[nH]cc3c3cccnc3c1c1ccccc21,0.962279075328518,0
[nH]1ccc2Cc3c(ccc4cc(cnc34)-c3scc4C=CCc34)-c12,1.498198892933154,0
[SiH2]1C=c2c3C=C[SiH2]c3c3c4ccccc4c4cc(oc4c3c2=C1)-c1scc2nccnc12,5.647753847552271,3
c1cc2c3cscc3c3c4cnc(cc4c4=CCC=c4c3c2o1)-c1cccc2nsnc12,5.702490476794942,3
[SiH2]1C=CC=C1c1cc2cc3cc4c5nsnc5ccc4cc3cc2c2cscc12,3.693805146211389,2
c1ccc(-c2cc3c(c4cscc24)c2c4c[nH]cc4ccc2c2=C[SiH2]C=c32)c2cscc12,1.901968021506936,1
[nH]1ccc2ccc3c(oc4cc(-c5cccs5)c5cscc5c34)c12,2.300573495351547,1
c1cc2c3cscc3c3c4sc(cc4c4=CCC=c4c3c2[se]1)-c1scc2[SiH2]C=Cc12,1.7922867696261733,0
[nH]1c(cc2ccc3c(oc4ccc5cscc5c34)c12)-c1cccc2nsnc12,6.539507728655617,3
c1ccc(o1)-c1cnc(s1)-c1ccc(-c2scc3[nH]ccc23)c2c[SiH2]cc12,3.645227017995712,2
c1sc(C2=Cc3c(C2)c2ccc4ccc5c[nH]cc5c4c2c2c[nH]cc32)c2cc[nH]c12,0.0,0
[nH]1cccc1-c1cc2cc3sc4ccc5ccccc5c4c3cc2c2ccccc12,1.7734773007341127,0
c1ccc(o1)-c1cnc(s1)-c1sc(-c2cccc3ccccc23)c2ccoc12,3.776122849094192,2
c1ccc2c3oc4cc(ccc4c3c3=CCC=c3c2c1)-c1cccc2c[nH]cc12,1.1654978100855242,0
[nH]1c(cc2c3nsnc3c3c4[se]ccc4c4cocc4c3c12)-c1cncs1,5.122359005408301,3
c1cc2ccc3c4CC(=Cc4cnc3c2cn1)c1cccc2cocc12,2.8847464378497403,1
[nH]1c2cc(-c3scc4C=CCc34)c3cocc3c2c2ncc3ccccc3c12,1.684372659031967,0
C1C=CC=C1c1cc2c(c3ccc4cccnc4c3c3=C[SiH2]C=c23)c2=C[SiH2]C=c12,2.715507112021472,1
c1cc2[se]c(cc2s1)-c1cccc2ccccc12,1.1922377042178216,0
[nH]1c2C=C([SiH2]c2c2occc12)c1scc2[nH]ccc12,0.1285790645845213,0
c1cc2cc3c4c[nH]cc4c4ccncc4c3cc2o1,0.6632426720840247,0
c1cc2c(cn1)c1ncc3cc([se]c3c1c1=CCC=c21)-c1nccc2nsnc12,0.0,0
[SiH2]1C=Cc2cc3ccc4cc(-c5ncncn5)c5cscc5c4c3cc12,4.474011792952334,2
c1sc(-c2ccc(cn2)-c2sc(-c3scc4[se]ccc34)c3ccCc23)c2[se]ccc12,3.045987194593585,2
[SiH2]1C=Cc2c1c1ncc(cc1c1c[nH]cc21)-c1cccc2cocc12,1.503205962927593,0
[nH]1c2ccc3=CCC=c3c2c2ncc3cc(-c4scc5C=CCc45)c4cocc4c3c12,1.8835823595571533,1
c1ccc(-c2cc3c4cocc4c4c([se]c5ccc6nsnc6c45)c3o2)c2cocc12,5.733767650419956,3
[nH]1ccc2[SiH2]c3cc(oc3-c12)-c1scc2c1c1ccccc1c1ccccc21,1.2948233982569406,0
[nH]1ccc2oc3cc4C=C([SiH2]c4cc3c12)c1cncc2nsnc12,7.144662782340573,3
[nH]1cccc1-c1sc(c2Cccc12)-c1ccc(cc1)-c1cncc2nsnc12,7.66419002229912,3
c1ccc(s1)-c1sc(c2[SiH2]ccc12)-c1ccc(-c2scc3ccCc23)c2cCcc12,2.906713546762231,1
c1sc(c2C=CCc12)-c1cnc2c(c1)c1cscc1c1c2ncc2ccc3=CCC=c3c12,2.751358484982288,1
[nH]1ccc2[se]c3cc(-c4scc5C=CCc45)c4ccccc4c3c12,0.0,0
[nH]1c(ccc1-c1ccc(-c2cccc3cCcc23)c2cCcc12)-c1scc2cc[SiH2]c12,1.531890332209862,0
c1cc2[se]c3c(c2[se]1)c1=C[SiH2]C=c1c1cc(-c2ccccn2)c2ccccc2c31,4.6048395288665365,2
[nH]1ccc2cc3c(cc12)c1[SiH2]C(=Cc1c1ccccc31)c1ccco1,1.6860499084791694,0
[nH]1c(cc2[SiH2]c3c4[SiH2]C=Cc4sc3-c12)-c1cncc2nsnc12,6.530614484050017,3
c1ncc(s1)-c1cnc2c(c1)c1nsnc1c1c3cnccc3c3nsnc3c21,9.407499465500674,3
[nH]1ccc2Cc3c(-c12)c1nsnc1c1cc(cnc31)-c1ccccn1,4.342201343628224,2
[nH]1c(cc2[SiH2]c3c(-c12)c1cscc1c1ccsc31)-c1nccc2nsnc12,7.0220624455408,3
c1sc(c2[SiH2]ccc12)-c1sc(-c2ccc(cn2)-c2cccc3cocc23)c2cc[nH]c12,2.614278156375225,1
c1sc(C2=Cc3ccc4c(ccc5ccccc45)c3C2)c2cc[nH]c12,1.2444298972209225,0
c1sc(C2=Cc3c([SiH2]2)c2ncc4ccc5c[nH]cc5c4c2c2=C[SiH2]C=c32)c2cc[se]c12,3.257470603717115,2
[nH]1c2cc(sc2c2c1c1c3c[nH]cc3ccc1c1=CCC=c21)-c1cncs1,1.3872305278363763,0
c1sc(-c2cc3oc4c(oc5ccc6=C[SiH2]C=c6c45)c3o2)c2CC=Cc12,3.920929799021416,2
c1cnc2c(c1)ncc1c3oc(cc3c3cocc3c21)-c1cccc2cocc12,3.452151277263704,2
c1cc2oc3c4CC(=Cc4ccc3c2c2cscc12)c1cccc2ccccc12,1.874538039090512,1
c1ccc([se]1)-c1sc(-c2sc(-c3cccc4c[nH]cc34)c3cc[SiH2]c23)c2occc12,2.442051370929889,1
c1ccc([se]1)-c1cc2c3cocc3c3c(c4c[nH]cc4c4ccc5c[nH]cc5c34)c2s1,1.052406357744331,0
c1ccc(o1)-c1cc2sc3c4ncccc4oc3c2c2cocc12,2.906019198767081,1
c1sc(c2[SiH2]ccc12)-c1sc(-c2sc(-c3cncc4nsnc34)c3occc23)c2sccc12,8.098486342563621,3
c1cc2cnc3cc4cc(-c5scc6[SiH2]C=Cc56)c5cscc5c4cc3c2[se]1,2.5015219570347136,1
c1ccc(cn1)-c1cc2c3c[nH]cc3c3ccc4=C[SiH2]C=c4c3c2[se]1,2.9157811018830504,1
c1cc2ncc3c(cnc4cc(-c5scc6ccsc56)c5cscc5c34)c2s1,3.775185968223008,2
[nH]1c2ccc3cscc3c2c2sc3cc(-c4cccs4)c4ccccc4c3c12,1.932490307242172,1
[nH]1c-2c(Cc3ccc4=C[SiH2]C=c4c-23)c2c1cc(-c1scc3ccoc13)c1nsnc21,3.664268528864445,2
[nH]1ccc2oc3c4cnc(cc4oc3c12)-c1ccccc1,0.7162301237374463,0
[nH]1cccc1-c1cc2c3c[nH]cc3c3c4occc4c4cocc4c3c2s1,0.8622022537318332,0
[nH]1cccc1-c1ccc2c(c1)[se]c1c2ccc2ccoc12,0.7460887131955327,0
[nH]1c2C=C(Cc2c2ncc3ccc4=CCC=c4c3c12)c1scc2ccsc12,2.463715077854998,1
[SiH2]1C=c2c3C=C[SiH2]c3c3c4cscc4c4cc(sc4c3c2=C1)-c1scc2ccoc12,3.759140063594048,2
c1sc(c2C=CCc12)-c1cc2c3nsnc3c3c4cnccc4sc3c2cn1,5.796738446991095,3
c1cnc(s1)-c1cc2[se]c3c(ncc4ccncc34)c2c2cscc12,4.828582247857672,2
C1C=Cc2oc3c(c12)c1cscc1c1cc(ncc31)-c1nccc2nsnc12,8.365102304808431,3
[nH]1c2C=C([SiH2]c2c2ccc3ccc4=CCC=c4c3c12)c1scc2[SiH2]C=Cc12,1.7240337492998663,0
c1cnc(s1)-c1sc(-c2sc(-c3ncncn3)c3[nH]ccc23)c2[nH]ccc12,6.64795062526514,3
c1ccc([se]1)-c1ncc(-c2Cc(cc2)-c2cccc3cocc23)c2nsnc12,8.424689323898917,3
[SiH2]1C=c2c3C=C[SiH2]c3c3ncc4cc(ccc4c3c2=C1)-c1cncc2nsnc12,8.151014643732257,3
c1cc2c3c[nH]cc3c3c4[se]c(cc4c4cocc4c3c2o1)-c1scc2C=C[SiH2]c12,3.076718949813421,2
[nH]1c2C=C([SiH2]c2c2oc3ccncc3c12)c1ncncn1,4.800471900135258,2
c1sc(-c2cc3ncc4c(sc5ccc6cocc6c45)c3c3=CCC=c23)c2cc[nH]c12,2.337660051629985,1
C1C=c2c(cc3[se]c4c5CC=Cc5cnc4c3c2=C1)-c1ccccn1,0.0,0
c1cc2c3c[nH]cc3c3c4[SiH2]C(=Cc4c4=CCC=c4c3c2cn1)c1ncncn1,5.382205854723301,3
c1sc(-c2ncc(s2)-c2sc(c3Cccc23)-c2cccc3ccccc23)c2cc[nH]c12,2.6845806795744,1
c1sc(-c2cc3[se]c4c(cnc5ccccc45)c3[se]2)c2C=C[SiH2]c12,3.037582137902388,2
C1C=Cc2c1c1ccc3cc(-c4scc5ccsc45)c4cocc4c3c1c1nsnc21,4.0332834182192725,2
[nH]1c(cc2ccc3c(c4nsnc4c4ccc5c[nH]cc5c34)c12)C1=CC=CC1,2.4306612731951844,1
c1ccc(o1)-c1sc(c2Cccc12)-c1cnc(-c2ccccc2)c2nsnc12,7.787135213998372,3
c1ccc([se]1)C1=Cc2cc3ccccc3cc2C1,1.6307542411661942,0
c1cnc(s1)-c1ccc(cn1)-c1Cc(cc1)-c1scc2[se]ccc12,4.751769132083843,2
c1sc(-c2Cc(cc2)-c2sc(-c3cccc4cocc34)c3cc[SiH2]c23)c2nccnc12,6.242932101528306,3
c1cc2cnc3c(c2[se]1)c1=C[SiH2]C=c1c1cc(-c2scc4[nH]ccc24)c2=C[SiH2]C=c2c31,0.0,0
[nH]1c(cc2oc3c(cnc4ccc5nsnc5c34)c12)-c1cccs1,4.384396230222378,2
c1ccc([se]1)-c1ccc(s1)-c1ccc(-c2ncncn2)c2ccccc12,4.655681947334973,2
c1ccc(cn1)-c1ccc(cn1)-c1sc(-c2cccc3cCcc23)c2nccnc12,7.771323281714993,3
c1cc2cnc3c(ncc4cc(-c5scc6ccsc56)c5=C[SiH2]C=c5c34)c2s1,5.474899120689194,3
c1ccc(cc1)C1=Cc2ncc3cc4ccc5cscc5c4cc3c2[SiH2]1,3.0091126274384097,1
c1ccc([se]1)C1=Cc2ccc3cc4ccc5nsnc5c4cc3c2[SiH2]1,4.038661409475773,2
[nH]1c2ccc3=C[SiH2]C=c3c2c2c3cscc3c3cc(-c4ccco4)c4nsnc4c3c12,4.713414611932694,2
C1C=c2cccc(-c3cc4c(c5[SiH2]C=Cc5c5=CCC=c45)c4nsnc34)c2=C1,3.643578256971608,2
c1cc2c(s1)c1c3c[nH]cc3c3cc(sc3c1c1=C[SiH2]C=c21)-c1ccccc1,2.2311639100787364,1
c1sc(-c2cc3ncc4c5cnccc5oc4c3[se]2)c2cc[nH]c12,3.009607363527867,1
c1cnc(s1)-c1ccc(-c2ccc(-c3scc4[se]ccc34)c3cocc23)c2c[nH]cc12,2.958435529147585,1
c1cc2c3cscc3c3cc4cc(-c5ncncn5)c5ccccc5c4cc3c2s1,4.223562937597071,2
[nH]1c2cc(-c3cccc4ccccc34)c3cscc3c2c2c3nsnc3c3ccccc3c12,2.8586553537456867,1
[nH]1ccc2c3cscc3c3c([nH]c4cc(C5=CC=CC5)c5cocc5c34)c12,0.8530805971060371,0
c1cc2ncc3c4c5nsnc5c(cc4c4ccccc4c3c2s1)-c1ccc[se]1,6.5886375495129625,3
c1sc(-c2cc3c4c[nH]cc4c4c(cnc5ccc6cscc6c45)c3[se]2)c2ccoc12,2.6676220685721304,1
[nH]1c(cc2[nH]c3c4CC=Cc4ccc3c12)-c1ccc[se]1,1.014663990753713,0
c1ccc([se]1)C1=Cc2c([SiH2]1)c1[se]ccc1c1=CCC=c21,3.149599088196646,2
c1Cc(cc1)-c1sc(-c2ccc([se]2)-c2scc3[SiH2]ccc23)c2cc[se]c12,3.747908099129658,2
C1C=c2ccc3oc4c([se]c5cc(C6=CC=C[SiH2]6)c6cocc6c45)c3c2=C1,2.946983266380392,1
C1C=Cc2c1c1ccc3cc(-c4scc5C=C[SiH2]c45)c4cscc4c3c1c1cscc21,2.2494101824350823,1
c1sc(-c2sc(-c3Cc(cc3)-c3scc4cc[SiH2]c34)c3Cccc23)c2cc[SiH2]c12,2.6743375614738607,1
c1cc2ncc3c4ccc(cc4oc3c2c2cscc12)-c1ncncn1,4.3150328308540375,2
c1ncc(s1)C1=Cc2cnc3c([se]c4ccc5=C[SiH2]C=c5c34)c2C1,1.245646392441928,0
[nH]1c(ccc1-c1sc(-c2cccs2)c2Cccc12)-c1[SiH2]ccc1,1.745295660571017,0
[nH]1cccc1-c1cc2Cc3c([nH]c4ccccc34)-c2c2=CCC=c12,0.6943113211738645,0
c1ccc(s1)-c1ccc([se]1)-c1ccc(s1)-c1ccccn1,3.454541970248812,2
[nH]1c(cc2c3cocc3c3c(c4c[nH]cc4c4ccc5=C[SiH2]C=c5c34)c12)-c1ccccc1,0.9537133294782664,0
c1cc2oc3c(sc4cc(-c5cccc6=C[SiH2]C=c56)c5cocc5c34)c2c2cocc12,4.142121776714386,2
[SiH2]1C=Cc2ccc3c(ccc4cc(-c5scc6[nH]ccc56)c5cscc5c34)c12,1.8692822127924509,1
[SiH2]1C=Cc2oc3c(ncc4cc(ncc34)-c3ccco3)c12,2.3558082008469685,1
c1ccc2cc3c4[SiH2]C(=Cc4cnc3cc2c1)c1ncncn1,7.377111638834821,3
c1cc2[se]c3c([se]c4cc(-c5cncc6nsnc56)c5cocc5c34)c2c2cscc12,9.27249618712089,3
c1cc2c3c[nH]cc3c3c(ncc4cc(-c5scc6C=CCc56)c5ccccc5c34)c2s1,1.4106853252822915,0
c1sc(-c2ccc3c(c2)c2nsnc2c2c4ccccc4cnc32)c2nccnc12,7.346421057805353,3
C1C(=Cc2c1c1sc3ccc4nsnc4c3c1c1cscc21)C1=CC=C[SiH2]1,6.387373555593114,3
[SiH2]1C=CC=C1c1cc2sc3c4occc4[se]c3c2c2c[nH]cc12,2.1290309094199857,1
c1sc(-c2sc(-c3ccc(s3)-c3ccccn3)c3[nH]ccc23)c2cc[se]c12,3.8581663876630494,2
c1ccc(o1)-c1cc2[se]c3c(sc4ccc5c[nH]cc5c34)c2[se]1,2.0519884984294983,1
[SiH2]1C=c2c3cc(ncc3c3ccc4C=C[SiH2]c4c3c2=C1)-c1cncc2nsnc12,8.910298428571977,3
[nH]1ccc2oc3c(cnc4cc(sc34)-c3scc4ccoc34)c12,2.216915650436232,1
c1sc(-c2cc3ncc4c5ccccc5c5cocc5c4c3c3c[nH]cc23)c2ccsc12,2.1372127934364964,1
[nH]1c2cc3C=CCc3cc2c2c1cc(-c1cncc3nsnc13)c1=CCC=c21,5.3120844902770905,3
c1sc(-c2cc3cc4[se]c5ccc6nsnc6c5c4cc3c3nsnc23)c2[nH]ccc12,0.0,0
[nH]1cccc1-c1cc2oc3c(c4cscc4c4ccc5=CCC=c5c34)c2c2cscc12,2.4514875243090524,1
c1ccc2cc3c(cc2c1)oc1cc(sc31)-c1cccc2cocc12,2.764914542409332,1
c1ncc(s1)-c1cc2ccc3c(cnc4ccc5=CCC=c5c34)c2cn1,3.1265751970791262,2
c1cnc2cc3c(cc2c1)ncc1cc(cnc31)-c1cccc2cscc12,3.929552743774632,2
c1[SiH2]c(cc1)-c1ccc(-c2ccc(nc2)-c2nccc3nsnc23)c2cocc12,8.29473519241694,3
[nH]1c2ccccc2c2ccc3C=C([SiH2]c3c12)c1cccc2ccccc12,1.2591765459517406,0
c1cc2[se]c3c4ccc(cc4[se]c3c2s1)-c1scc2[nH]ccc12,2.155501409404432,1
c1sc(-c2sc(-c3ccc([se]3)-c3nccc4nsnc34)c3ccsc23)c2[se]ccc12,9.21069465948866,3
[nH]1c(cc2sc3cc4ccsc4cc3c12)-c1scc2[nH]ccc12,1.3131387415959577,0
[nH]1ccc2oc3c(c4nsnc4c4cc(C5=CC=C[SiH2]5)c5=C[SiH2]C=c5c34)c12,3.905862609835367,2
c1sc(-c2cnc3c(c2)c2cocc2c2c3cnc3ccc4nsnc4c23)c2sccc12,3.518766300313036,2
[nH]1cccc1-c1ccc2c(c1)[se]c1c3[SiH2]C=Cc3c3nsnc3c21,0.0,0
c1sc(-c2sc(-c3ncc(s3)-c3scc4occc34)c3ccCc23)c2cc[nH]c12,3.4555631243810256,2
c1sc(-c2cnc(-c3cccc4ccccc34)c3nsnc23)c2[se]ccc12,8.37431981511086,3
c1cc2[se]c3c(c2cn1)c1=CCC=c1c1cc(-c2cccc4nsnc24)c2cscc2c31,6.546042761287254,3
c1cc2cnc3c4ccc(cc4cnc3c2s1)-c1cccc2cocc12,2.263755159887377,1
c1cnc(s1)-c1ccc([se]1)-c1sc(-c2scc3cc[SiH2]c23)c2sccc12,5.721015602027109,3
c1sc(-c2cc3sc4c(c5nsnc5c5ccncc45)c3c3cocc23)c2ccsc12,6.563820492878266,3
c1cc2[se]c3c(ccc4cc(-c5scc6[nH]ccc56)c5c[nH]cc5c34)c2[se]1,1.2121567112745013,0
c1cnc2cc3c4sc(cc4c4c[nH]cc4c3cc2c1)-c1cncc2nsnc12,7.968062488620555,3
c1cc2cc3cnc4cc(ccc4c3cc2o1)-c1ncncn1,3.657727170587044,2
[SiH2]1C=CC=C1c1cc2ncc3c4sccc4ccc3c2o1,2.5907333719159733,1
c1sc(-c2sc(-c3cnc(s3)-c3cccnc3)c3[nH]ccc23)c2nccnc12,7.949823579689976,3
c1cc2cnc3c4oc(cc4oc3c2cn1)-c1cccc2=CCC=c12,3.35039323674779,2
[nH]1c(cc2c1c1ncc3ccc4cocc4c3c1c1=C[SiH2]C=c21)-c1scc2C=C[SiH2]c12,2.366329250355524,1
c1sc(-c2cc3oc4c(c5c[nH]cc5c5ccc6nsnc6c45)c3c3c[nH]cc23)c2ccoc12,4.268993418008857,2
c1sc(-c2sc(-c3cnc(s3)-c3scc4ccCc34)c3cc[se]c23)c2ccCc12,4.446004751080902,2
[nH]1ccc2ncc3c4sc(cc4c4c[nH]cc4c3c12)-c1scc2occc12,2.0215710922460364,1
c1cc2cnc3c4ncc(cc4c4cocc4c3c2c2c[nH]cc12)-c1ncncn1,4.718843236503217,2
c1cnc2c(c1)sc1c2cnc2cc(-c3cccnc3)c3ccccc3c12,2.4316787654918937,1
c1cc2oc3c4CC(=Cc4c4ccccc4c3c2o1)c1scc2sccc12,3.0568456383121703,2
[nH]1c2cc(-c3cccnc3)c3nsnc3c2c2cc3c4cscc4ccc3cc12,4.561744333363818,2
c1sc(-c2cc3cnc4c(sc5ccc6ccccc6c45)c3o2)c2occc12,2.4169383942574894,1
c1ccc(-c2cc3cnc4c(ncc5ccc6cscc6c45)c3c3nsnc23)c2nsnc12,6.80305507778683,3
c1sc(-c2ccc(-c3cnc(s3)-c3scc4occc34)c3cocc23)c2cc[SiH2]c12,4.515379677933033,2
c1cnc(s1)-c1cnc2c(c1)c1=C[SiH2]C=c1c1c3c4nsnc4ccc3c3cscc3c21,6.18717180035108,3
[nH]1ccc2ncc3c4cnc(cc4c4cocc4c3c12)-c1cccc2cocc12,1.9984279540790448,1
[nH]1c2ccoc2c2c1c1c3cocc3c(cc1c1=CCC=c21)-c1nccc2nsnc12,5.562013524483131,3
c1ncc(-c2ccc(-c3ccc(-c4ncncn4)c4c[SiH2]cc34)c3cscc23)c2nsnc12,9.790918130260955,3
c1sc(C2=Cc3sc4ccc5c[nH]cc5c4c3C2)c2nccnc12,5.027998286785438,3
